4.000000000000000000e+00,9.783021100000000000e+08
4.000000000000000000e+00,9.783019690000000000e+08
5.000000000000000000e+00,9.783002760000000000e+08
6.000000000000000000e+00,9.788242920000000000e+08
4.000000000000000000e+00,9.783022690000000000e+08
6.000000000000000000e+00,9.783020400000000000e+08
6.000000000000000000e+00,9.783007200000000000e+08
5.000000000000000000e+00,9.783022690000000000e+08
5.000000000000000000e+00,9.783013690000000000e+08
6.000000000000000000e+00,9.788242690000000000e+08
5.000000000000000000e+00,9.783017530000000000e+08
5.000000000000000000e+00,9.783022820000000000e+08
5.000000000000000000e+00,9.783021250000000000e+08
6.000000000000000000e+00,9.783017540000000000e+08
5.000000000000000000e+00,9.783021890000000000e+08
4.000000000000000000e+00,9.788242690000000000e+08
5.000000000000000000e+00,9.783017780000000000e+08
6.000000000000000000e+00,9.783017140000000000e+08
5.000000000000000000e+00,9.783020400000000000e+08
4.000000000000000000e+00,9.783022060000000000e+08
4.000000000000000000e+00,9.783007610000000000e+08
6.000000000000000000e+00,9.783000560000000000e+08
6.000000000000000000e+00,9.788241960000000000e+08
4.000000000000000000e+00,9.783001040000000000e+08
6.000000000000000000e+00,9.788243520000000000e+08
5.000000000000000000e+00,9.783019540000000000e+08
5.000000000000000000e+00,9.783000560000000000e+08
5.000000000000000000e+00,9.788241400000000000e+08
4.000000000000000000e+00,9.788242690000000000e+08
5.000000000000000000e+00,9.788242920000000000e+08
5.000000000000000000e+00,9.783000200000000000e+08
5.000000000000000000e+00,9.788243310000000000e+08
5.000000000000000000e+00,9.788242690000000000e+08
5.000000000000000000e+00,9.788243310000000000e+08
5.000000000000000000e+00,9.788242920000000000e+08
6.000000000000000000e+00,9.783001730000000000e+08
6.000000000000000000e+00,9.783000560000000000e+08
5.000000000000000000e+00,9.783020920000000000e+08
6.000000000000000000e+00,9.783017780000000000e+08
6.000000000000000000e+00,9.788242690000000000e+08
6.000000000000000000e+00,9.783015910000000000e+08
5.000000000000000000e+00,9.783017540000000000e+08
5.000000000000000000e+00,9.783015710000000000e+08
5.000000000000000000e+00,9.783007610000000000e+08
6.000000000000000000e+00,9.783017780000000000e+08
6.000000000000000000e+00,9.783022060000000000e+08
5.000000000000000000e+00,9.783007200000000000e+08
6.000000000000000000e+00,9.783016200000000000e+08
5.000000000000000000e+00,9.783021500000000000e+08
5.000000000000000000e+00,9.783021750000000000e+08
5.000000000000000000e+00,9.783013990000000000e+08
5.000000000000000000e+00,9.783020920000000000e+08
6.000000000000000000e+00,9.782987100000000000e+08
5.000000000000000000e+00,9.782990010000000000e+08
5.000000000000000000e+00,9.782996210000000000e+08
4.000000000000000000e+00,9.782993520000000000e+08
5.000000000000000000e+00,9.782992980000000000e+08
5.000000000000000000e+00,9.782999140000000000e+08
6.000000000000000000e+00,9.782992980000000000e+08
4.000000000000000000e+00,9.783000520000000000e+08
4.000000000000000000e+00,9.782989060000000000e+08
4.000000000000000000e+00,9.782998100000000000e+08
6.000000000000000000e+00,9.782985430000000000e+08
5.000000000000000000e+00,9.782981520000000000e+08
4.000000000000000000e+00,9.782999420000000000e+08
4.000000000000000000e+00,9.783001750000000000e+08
3.000000000000000000e+00,9.782984590000000000e+08
6.000000000000000000e+00,9.782989590000000000e+08
4.000000000000000000e+00,9.783000030000000000e+08
5.000000000000000000e+00,9.782984350000000000e+08
4.000000000000000000e+00,9.782981520000000000e+08
5.000000000000000000e+00,9.782986740000000000e+08
3.000000000000000000e+00,9.783001750000000000e+08
4.000000000000000000e+00,9.783001240000000000e+08
3.000000000000000000e+00,9.783000030000000000e+08
4.000000000000000000e+00,9.782997130000000000e+08
5.000000000000000000e+00,9.782986260000000000e+08
4.000000000000000000e+00,9.782991210000000000e+08
6.000000000000000000e+00,9.782998100000000000e+08
4.000000000000000000e+00,9.783001240000000000e+08
6.000000000000000000e+00,9.782992210000000000e+08
5.000000000000000000e+00,9.782991210000000000e+08
3.000000000000000000e+00,9.782989060000000000e+08
5.000000000000000000e+00,9.783000030000000000e+08
6.000000000000000000e+00,9.782988420000000000e+08
6.000000000000000000e+00,9.782986530000000000e+08
5.000000000000000000e+00,9.783001750000000000e+08
6.000000000000000000e+00,9.782982620000000000e+08
5.000000000000000000e+00,9.782996210000000000e+08
5.000000000000000000e+00,9.782993220000000000e+08
3.000000000000000000e+00,9.782998400000000000e+08
4.000000000000000000e+00,9.783000740000000000e+08
6.000000000000000000e+00,9.782986260000000000e+08
4.000000000000000000e+00,9.782998900000000000e+08
4.000000000000000000e+00,9.782999670000000000e+08
5.000000000000000000e+00,9.782988140000000000e+08
6.000000000000000000e+00,9.782988150000000000e+08
5.000000000000000000e+00,9.782997740000000000e+08
4.000000000000000000e+00,9.783000520000000000e+08
4.000000000000000000e+00,9.782988150000000000e+08
4.000000000000000000e+00,9.782989590000000000e+08
6.000000000000000000e+00,9.782984590000000000e+08
5.000000000000000000e+00,9.782992700000000000e+08
5.000000000000000000e+00,9.782985430000000000e+08
5.000000000000000000e+00,9.782984350000000000e+08
6.000000000000000000e+00,9.782983920000000000e+08
5.000000000000000000e+00,9.782997740000000000e+08
6.000000000000000000e+00,9.782985430000000000e+08
4.000000000000000000e+00,9.783000260000000000e+08
4.000000000000000000e+00,9.782990470000000000e+08
5.000000000000000000e+00,9.782990270000000000e+08
4.000000000000000000e+00,9.782998400000000000e+08
4.000000000000000000e+00,9.782988140000000000e+08
3.000000000000000000e+00,9.782991740000000000e+08
6.000000000000000000e+00,9.782998100000000000e+08
5.000000000000000000e+00,9.782992980000000000e+08
6.000000000000000000e+00,9.782986260000000000e+08
4.000000000000000000e+00,9.782997130000000000e+08
6.000000000000000000e+00,9.782998900000000000e+08
6.000000000000000000e+00,9.782984140000000000e+08
4.000000000000000000e+00,9.783000030000000000e+08
4.000000000000000000e+00,9.782999420000000000e+08
5.000000000000000000e+00,9.782998620000000000e+08
5.000000000000000000e+00,9.782989590000000000e+08
3.000000000000000000e+00,9.782999140000000000e+08
6.000000000000000000e+00,9.782990840000000000e+08
6.000000000000000000e+00,9.782987310000000000e+08
4.000000000000000000e+00,9.782999420000000000e+08
5.000000000000000000e+00,9.783001010000000000e+08
5.000000000000000000e+00,9.782981250000000000e+08
6.000000000000000000e+00,9.782985180000000000e+08
4.000000000000000000e+00,9.782996670000000000e+08
3.000000000000000000e+00,9.783001440000000000e+08
4.000000000000000000e+00,9.782981970000000000e+08
5.000000000000000000e+00,9.782997740000000000e+08
4.000000000000000000e+00,9.783001750000000000e+08
5.000000000000000000e+00,9.782996420000000000e+08
4.000000000000000000e+00,9.782988150000000000e+08
5.000000000000000000e+00,9.782987760000000000e+08
4.000000000000000000e+00,9.783000260000000000e+08
4.000000000000000000e+00,9.782997130000000000e+08
6.000000000000000000e+00,9.782988420000000000e+08
5.000000000000000000e+00,9.782992010000000000e+08
4.000000000000000000e+00,9.782993520000000000e+08
6.000000000000000000e+00,9.782994190000000000e+08
6.000000000000000000e+00,9.782987510000000000e+08
5.000000000000000000e+00,9.782998100000000000e+08
2.000000000000000000e+00,9.782998400000000000e+08
4.000000000000000000e+00,9.783000030000000000e+08
4.000000000000000000e+00,9.782996670000000000e+08
3.000000000000000000e+00,9.782985810000000000e+08
6.000000000000000000e+00,9.782998100000000000e+08
6.000000000000000000e+00,9.782986010000000000e+08
5.000000000000000000e+00,9.782998400000000000e+08
5.000000000000000000e+00,9.782997740000000000e+08
5.000000000000000000e+00,9.782993870000000000e+08
6.000000000000000000e+00,9.782987760000000000e+08
4.000000000000000000e+00,9.783000030000000000e+08
5.000000000000000000e+00,9.782998400000000000e+08
5.000000000000000000e+00,9.782998100000000000e+08
4.000000000000000000e+00,9.782999670000000000e+08
5.000000000000000000e+00,9.782989250000000000e+08
5.000000000000000000e+00,9.782985180000000000e+08
4.000000000000000000e+00,9.782999670000000000e+08
4.000000000000000000e+00,9.782994190000000000e+08
4.000000000000000000e+00,9.782988820000000000e+08
6.000000000000000000e+00,9.783001010000000000e+08
6.000000000000000000e+00,9.782988140000000000e+08
6.000000000000000000e+00,9.782988420000000000e+08
5.000000000000000000e+00,9.782983730000000000e+08
4.000000000000000000e+00,9.782998620000000000e+08
6.000000000000000000e+00,9.782984140000000000e+08
5.000000000000000000e+00,9.782984790000000000e+08
3.000000000000000000e+00,9.782988820000000000e+08
4.000000000000000000e+00,9.782992510000000000e+08
4.000000000000000000e+00,9.782991440000000000e+08
6.000000000000000000e+00,9.782996870000000000e+08
3.000000000000000000e+00,9.782992010000000000e+08
6.000000000000000000e+00,9.782994190000000000e+08
2.000000000000000000e+00,9.782995360000000000e+08
6.000000000000000000e+00,9.782986530000000000e+08
5.000000000000000000e+00,9.782981480000000000e+08
3.000000000000000000e+00,9.782984310000000000e+08
4.000000000000000000e+00,9.782978680000000000e+08
5.000000000000000000e+00,9.782981480000000000e+08
4.000000000000000000e+00,9.782970690000000000e+08
5.000000000000000000e+00,9.782984870000000000e+08
5.000000000000000000e+00,9.782978680000000000e+08
5.000000000000000000e+00,9.782976010000000000e+08
4.000000000000000000e+00,9.782970960000000000e+08
4.000000000000000000e+00,9.782984870000000000e+08
6.000000000000000000e+00,9.782982970000000000e+08
4.000000000000000000e+00,9.782981480000000000e+08
6.000000000000000000e+00,9.782977110000000000e+08
5.000000000000000000e+00,9.782976010000000000e+08
6.000000000000000000e+00,9.782982970000000000e+08
5.000000000000000000e+00,9.782977580000000000e+08
6.000000000000000000e+00,9.782976010000000000e+08
4.000000000000000000e+00,9.782976640000000000e+08
3.000000000000000000e+00,9.782982020000000000e+08
6.000000000000000000e+00,9.782975130000000000e+08
5.000000000000000000e+00,9.782970400000000000e+08
4.000000000000000000e+00,9.782981040000000000e+08
5.000000000000000000e+00,9.782978060000000000e+08
2.000000000000000000e+00,9.782976640000000000e+08
5.000000000000000000e+00,9.782978380000000000e+08
5.000000000000000000e+00,9.782976910000000000e+08
3.000000000000000000e+00,9.782983170000000000e+08
6.000000000000000000e+00,9.782973970000000000e+08
6.000000000000000000e+00,9.782977580000000000e+08
5.000000000000000000e+00,9.782975400000000000e+08
5.000000000000000000e+00,9.782974400000000000e+08
6.000000000000000000e+00,9.782984310000000000e+08
6.000000000000000000e+00,9.782975710000000000e+08
6.000000000000000000e+00,9.782975710000000000e+08
6.000000000000000000e+00,9.782974200000000000e+08
4.000000000000000000e+00,9.782970190000000000e+08
5.000000000000000000e+00,9.782974200000000000e+08
6.000000000000000000e+00,9.782984600000000000e+08
6.000000000000000000e+00,9.782981670000000000e+08
4.000000000000000000e+00,9.782982320000000000e+08
5.000000000000000000e+00,9.782977780000000000e+08
5.000000000000000000e+00,9.782975710000000000e+08
3.000000000000000000e+00,9.782978380000000000e+08
5.000000000000000000e+00,9.782970960000000000e+08
6.000000000000000000e+00,9.782974200000000000e+08
5.000000000000000000e+00,9.782977580000000000e+08
5.000000000000000000e+00,9.782975400000000000e+08
5.000000000000000000e+00,9.782977780000000000e+08
5.000000000000000000e+00,9.782970690000000000e+08
6.000000000000000000e+00,9.782980800000000000e+08
5.000000000000000000e+00,9.782985050000000000e+08
6.000000000000000000e+00,9.782940090000000000e+08
4.000000000000000000e+00,9.782939250000000000e+08
5.000000000000000000e+00,9.782942830000000000e+08
5.000000000000000000e+00,9.782942610000000000e+08
5.000000000000000000e+00,9.782942830000000000e+08
6.000000000000000000e+00,9.782942000000000000e+08
6.000000000000000000e+00,9.782942310000000000e+08
5.000000000000000000e+00,9.782940090000000000e+08
3.000000000000000000e+00,9.782942000000000000e+08
6.000000000000000000e+00,9.782942000000000000e+08
6.000000000000000000e+00,9.782942830000000000e+08
5.000000000000000000e+00,9.782939650000000000e+08
5.000000000000000000e+00,9.782942610000000000e+08
5.000000000000000000e+00,9.782942610000000000e+08
5.000000000000000000e+00,9.782942310000000000e+08
6.000000000000000000e+00,9.782942000000000000e+08
2.000000000000000000e+00,9.782940090000000000e+08
6.000000000000000000e+00,9.782942310000000000e+08
6.000000000000000000e+00,9.782942310000000000e+08
6.000000000000000000e+00,9.782942310000000000e+08
6.000000000000000000e+00,9.782942610000000000e+08
5.000000000000000000e+00,9.782431710000000000e+08
5.000000000000000000e+00,9.782426080000000000e+08
6.000000000000000000e+00,9.782447600000000000e+08
4.000000000000000000e+00,9.782450380000000000e+08
3.000000000000000000e+00,9.782465860000000000e+08
6.000000000000000000e+00,9.782431220000000000e+08
5.000000000000000000e+00,9.782455140000000000e+08
5.000000000000000000e+00,9.782456460000000000e+08
3.000000000000000000e+00,9.782460340000000000e+08
4.000000000000000000e+00,9.782456960000000000e+08
3.000000000000000000e+00,9.782444940000000000e+08
4.000000000000000000e+00,9.782461090000000000e+08
5.000000000000000000e+00,9.782453350000000000e+08
4.000000000000000000e+00,9.782445410000000000e+08
2.000000000000000000e+00,9.782456460000000000e+08
5.000000000000000000e+00,9.782419820000000000e+08
4.000000000000000000e+00,9.782454230000000000e+08
5.000000000000000000e+00,9.782455140000000000e+08
2.000000000000000000e+00,9.782440020000000000e+08
3.000000000000000000e+00,9.782438040000000000e+08
5.000000000000000000e+00,9.782460000000000000e+08
6.000000000000000000e+00,9.782411130000000000e+08
3.000000000000000000e+00,9.782431710000000000e+08
5.000000000000000000e+00,9.782458300000000000e+08
5.000000000000000000e+00,9.782446930000000000e+08
5.000000000000000000e+00,9.782456460000000000e+08
2.000000000000000000e+00,9.782457410000000000e+08
4.000000000000000000e+00,9.782439380000000000e+08
6.000000000000000000e+00,9.782415570000000000e+08
4.000000000000000000e+00,9.782453350000000000e+08
5.000000000000000000e+00,9.782430860000000000e+08
5.000000000000000000e+00,9.782441780000000000e+08
4.000000000000000000e+00,9.782448090000000000e+08
4.000000000000000000e+00,9.782440260000000000e+08
5.000000000000000000e+00,9.782447600000000000e+08
4.000000000000000000e+00,9.782429350000000000e+08
3.000000000000000000e+00,9.782461630000000000e+08
5.000000000000000000e+00,9.782429780000000000e+08
4.000000000000000000e+00,9.782464800000000000e+08
3.000000000000000000e+00,9.782457640000000000e+08
4.000000000000000000e+00,9.782458300000000000e+08
3.000000000000000000e+00,9.782445690000000000e+08
4.000000000000000000e+00,9.782465290000000000e+08
3.000000000000000000e+00,9.782459170000000000e+08
4.000000000000000000e+00,9.782454230000000000e+08
5.000000000000000000e+00,9.782413910000000000e+08
6.000000000000000000e+00,9.782441150000000000e+08
5.000000000000000000e+00,9.782458920000000000e+08
3.000000000000000000e+00,9.782445410000000000e+08
6.000000000000000000e+00,9.782442060000000000e+08
3.000000000000000000e+00,9.782464800000000000e+08
3.000000000000000000e+00,9.782464270000000000e+08
6.000000000000000000e+00,9.782444940000000000e+08
2.000000000000000000e+00,9.782457640000000000e+08
4.000000000000000000e+00,9.782430550000000000e+08
5.000000000000000000e+00,9.782460000000000000e+08
4.000000000000000000e+00,9.782457910000000000e+08
3.000000000000000000e+00,9.782459490000000000e+08
6.000000000000000000e+00,9.782441150000000000e+08
6.000000000000000000e+00,9.782464510000000000e+08
2.000000000000000000e+00,9.782438970000000000e+08
4.000000000000000000e+00,9.782425420000000000e+08
6.000000000000000000e+00,9.782419820000000000e+08
4.000000000000000000e+00,9.782446680000000000e+08
3.000000000000000000e+00,9.782438700000000000e+08
4.000000000000000000e+00,9.782445410000000000e+08
4.000000000000000000e+00,9.782446250000000000e+08
5.000000000000000000e+00,9.782441780000000000e+08
4.000000000000000000e+00,9.782455690000000000e+08
4.000000000000000000e+00,9.782426080000000000e+08
4.000000000000000000e+00,9.782465770000000000e+08
2.000000000000000000e+00,9.782410730000000000e+08
6.000000000000000000e+00,9.782444940000000000e+08
5.000000000000000000e+00,9.782445690000000000e+08
5.000000000000000000e+00,9.782446250000000000e+08
2.000000000000000000e+00,9.782413910000000000e+08
5.000000000000000000e+00,9.782420170000000000e+08
3.000000000000000000e+00,9.782431220000000000e+08
4.000000000000000000e+00,9.782445180000000000e+08
6.000000000000000000e+00,9.782448530000000000e+08
3.000000000000000000e+00,9.782447600000000000e+08
6.000000000000000000e+00,9.782448090000000000e+08
5.000000000000000000e+00,9.782453150000000000e+08
2.000000000000000000e+00,9.782453150000000000e+08
4.000000000000000000e+00,9.782431220000000000e+08
5.000000000000000000e+00,9.782427890000000000e+08
5.000000000000000000e+00,9.782461630000000000e+08
3.000000000000000000e+00,9.782461630000000000e+08
4.000000000000000000e+00,9.782453150000000000e+08
5.000000000000000000e+00,9.782426080000000000e+08
3.000000000000000000e+00,9.782459490000000000e+08
2.000000000000000000e+00,9.782438970000000000e+08
